From	Entry	Protein names	Gene Names	Length	EC number	Interacts with	Pathway	Gene Ontology IDs	Subcellular location [CC]	PubMed ID	Protein families	Domain [FT]	Topological domain
b4154	A0A7U7IPJ6	Fumarate reductase flavoprotein subunit (EC 1.3.5.1)	b4154 frdA YE14902_25551	607	1.3.5.1			GO:0005886; GO:0009061; GO:0016627; GO:0022900; GO:0050660	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004515}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004515}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004515}. Membrane {ECO:0000256|ARBA:ARBA00004287}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004287}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004287}.	24753568	FAD-dependent oxidoreductase 2 family, FRD/SDH subfamily	DOMAIN 7..397; /note="FAD-dependent oxidoreductase 2 FAD binding"; /evidence="ECO:0000259|Pfam:PF00890"; DOMAIN 453..581; /note="Fumarate reductase/succinate dehydrogenase flavoprotein-like C-terminal"; /evidence="ECO:0000259|Pfam:PF02910"	
b4154	A0A9P1K9S7	Fumarate reductase flavoprotein subunit (EC 1.3.5.1)	b4154 frdA YE5303_29691	607	1.3.5.1				SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004515}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004515}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004515}. Membrane {ECO:0000256|ARBA:ARBA00004287}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004287}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004287}.		FAD-dependent oxidoreductase 2 family, FRD/SDH subfamily	DOMAIN 7..397; /note="FAD-dependent oxidoreductase 2 FAD binding"; /evidence="ECO:0000259|Pfam:PF00890"; DOMAIN 453..581; /note="Fumarate reductase/succinate dehydrogenase flavoprotein-like C-terminal"; /evidence="ECO:0000259|Pfam:PF02910"	
b4154	A1JIQ3	Fumarate reductase flavoprotein subunit (EC 1.3.5.1)	frdA b4154 YE0364	607	1.3.5.1			GO:0005886; GO:0009061; GO:0022900; GO:0050660; GO:0102040	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004515}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004515}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004515}. Membrane {ECO:0000256|ARBA:ARBA00004287}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004287}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004287}.	17173484	FAD-dependent oxidoreductase 2 family, FRD/SDH subfamily	DOMAIN 7..397; /note="FAD-dependent oxidoreductase 2 FAD binding"; /evidence="ECO:0000259|Pfam:PF00890"; DOMAIN 453..581; /note="Fumarate reductase/succinate dehydrogenase flavoprotein-like C-terminal"; /evidence="ECO:0000259|Pfam:PF02910"	
b4209	P69506	Iron-sulfur cluster repair protein YtfE (Regulator of cell morphogenesis and NO signaling) (RCMNS)	ytfE b4209 JW4167	220				GO:0005506; GO:0005829; GO:0006979; GO:0030091; GO:0051409	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	7610040; 9278503; 16738553; 15546870; 16553864; 17289666; 18357473	RIC family, YtfE subfamily		
b4125	P0AEC8	Sensor histidine kinase DcuS (EC 2.7.13.3) (Fumarate sensor)	dcuS yjdH b4125 JW4086	543	2.7.13.3	P0AEC8		GO:0000155; GO:0000160; GO:0004673; GO:0005524; GO:0005829; GO:0005886; GO:0006355; GO:0007165; GO:0009365; GO:0030288; GO:0042802	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:12167640, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255}.	7610040; 9278503; 16738553; 9765574; 9973351; 12167640; 15919996; 27318186; 12907689; 18701447; 18820688		DOMAIN 212..323; /note="PAS"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00140"; DOMAIN 346..538; /note="Histidine kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00107"	TOPO_DOM 1..20; /note="Cytoplasmic"; /evidence="ECO:0000305"; TOPO_DOM 42..181; /note="Periplasmic"; /evidence="ECO:0000305"; TOPO_DOM 203..543; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:15919996, ECO:0000305|PubMed:9973351"
b1335	P0AFH0	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	ogt b1335 JW1329	171	2.1.1.63			GO:0003908; GO:0005737; GO:0006307; GO:0032259	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00772}.	2825131; 9097039; 9278503; 16738553; 1520330	MGMT family		
b0887	P29018	Glutathione/L-cysteine transport system ATP-binding/permease protein CydD (EC 7.4.2.-)	cydD htrD b0887 JW0870	588	7.4.2.-			GO:0005524; GO:0005886; GO:0016020; GO:0016887; GO:0033228; GO:0034040; GO:0034775; GO:0042626; GO:0043190; GO:0045454; GO:0055085; GO:0140359	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15470119, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15470119}.	7934832; 8905232; 9278503; 16738553; 8276245; 8380150; 1310500; 8181727; 9335308; 12375104; 12393891; 15470119; 16040611; 15919996; 24958725; 32900959; 31279084	ABC transporter superfamily, Cysteine exporter (TC 3.A.1.129.1) family	DOMAIN 20..306; /note="ABC transmembrane type-1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; DOMAIN 339..572; /note="ABC transporter"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00434"	TOPO_DOM 1..15; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:15470119"; TOPO_DOM 58..136; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:15470119"; TOPO_DOM 158..161; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:15470119"; TOPO_DOM 183..249; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:15470119"; TOPO_DOM 271..276; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:15470119"; TOPO_DOM 298..573; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:15470119"
b1407	P25907	Uncharacterized protein YdbD	ydbD b1407 JW5221	768						9097039; 9278503; 16738553; 1665988			
b1429	P25396	Tellurite resistance protein TehA	tehA b1429 JW1425	330		P25396		GO:0005886; GO:0006812; GO:0042802; GO:0046583; GO:0046677; GO:0046690; GO:0055085	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.	2060788; 9097039; 9278503; 16738553; 8169225; 15919996	Tellurite-resistance/dicarboxylate transporter (TDT) family		TOPO_DOM 1..7; /note="Cytoplasmic"; /evidence="ECO:0000250"; TOPO_DOM 29..35; /note="Periplasmic"; /evidence="ECO:0000250"; TOPO_DOM 60..79; /note="Cytoplasmic"; /evidence="ECO:0000250"; TOPO_DOM 99..101; /note="Periplasmic"; /evidence="ECO:0000250"; TOPO_DOM 128..138; /note="Cytoplasmic"; /evidence="ECO:0000250"; TOPO_DOM 160..161; /note="Periplasmic"; /evidence="ECO:0000250"; TOPO_DOM 190..194; /note="Cytoplasmic"; /evidence="ECO:0000250"; TOPO_DOM 219..224; /note="Periplasmic"; /evidence="ECO:0000250"; TOPO_DOM 249..254; /note="Cytoplasmic"; /evidence="ECO:0000250"; TOPO_DOM 276..283; /note="Periplasmic"; /evidence="ECO:0000250"; TOPO_DOM 311..330; /note="Cytoplasmic"; /evidence="ECO:0000250"
b3364	P60778	Protein TsgA	tsgA gutS yhfC yhfH b3364 JW3327	393				GO:0005886; GO:0022857; GO:0072714	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.	9278503; 16738553; 2546924; 2543955; 2200672; 11055951; 15919996	Major facilitator superfamily, TsgA family		TOPO_DOM 1..10; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 32..50; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 72..77; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 99..100; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 122..133; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 155..161; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 183..205; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 227..244; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 266..272; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 294..296; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 318..331; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 353..360; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 382..393; /note="Cytoplasmic"; /evidence="ECO:0000255"
b2732	P25728	Uncharacterized protein YgbA	ygbA b2732 JW2702	117						1938937; 9278503; 16738553			
b1781	P76234	Uncharacterized protein YeaE	yeaE b1781 JW1770	284				GO:0016491; GO:0051596		9097040; 9278503; 16738553			
b4249	P39333	Cyclic-di-GMP-binding biofilm dispersal mediator protein	bdcA yjgI b4249 JW4207	237				GO:0016491; GO:0035438; GO:0042803; GO:0044010; GO:0070402		7610040; 9278503; 16738553; 21059164	Short-chain dehydrogenases/reductases (SDR) family		
b2709	P37013	Anaerobic nitric oxide reductase transcription regulator NorR	norR ygaA b2709 JW5843	504			PATHWAY: Nitrogen metabolism; nitric oxide reduction.	GO:0000160; GO:0000987; GO:0003700; GO:0005524; GO:0008198; GO:0016887; GO:0042802; GO:0070026; GO:2000144		7894055; 9278503; 16738553; 11751865; 12586421; 12529359; 15375149		DOMAIN 187..416; /note="Sigma-54 factor interaction"	
b0114	P0AFG8	Pyruvate dehydrogenase E1 component (PDH E1 component) (EC 1.2.4.1)	aceE b0114 JW0110	887	1.2.4.1	P0AFG8; P0A8N7; P77439; P46889; P0A6F5; P0AEV9; P0AB83; P0AB89; P0AG40; P05100; P26602; P0A9U1; P0A8L7; P76049; P76170		GO:0000287; GO:0004738; GO:0004739; GO:0005829; GO:0006096; GO:0016020; GO:0030976; GO:0036094; GO:0042802; GO:0042803; GO:0042867; GO:0045250; GO:0045254; GO:0060090		6343085; 8202364; 9278503; 16738553; 8262214; 9298646; 9298644; 18723842; 28818726; 11955070			
b2364	P46068	HTH-type transcriptional regulator DsdC (D-serine deaminase activator)	dsdC b2364 JW2361	311				GO:0003700; GO:0006351; GO:0043565		7592420; 9205837; 9278503; 16738553	LysR transcriptional regulatory family	DOMAIN 15..72; /note="HTH lysR-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00253"	
b1385	P80668	Phenylacetaldehyde dehydrogenase (PAD) (EC 1.2.1.39)	feaB maoB padA ydbG b1385 JW1380	499	1.2.1.39		PATHWAY: Amino-acid degradation; L-phenylalanine degradation; phenylacetate from L-phenylalanine: step 3/3.	GO:0006559; GO:0008957; GO:0009435; GO:0016491; GO:0019607; GO:0032991; GO:0046196; GO:0047106		9043126; 9109378; 9097039; 9278503; 16738553	Aldehyde dehydrogenase family		
b0207	P30863	2,5-diketo-D-gluconic acid reductase B (2,5-DKG reductase B) (2,5-DKGR B) (25DKGR-B) (EC 1.1.1.346) (AKR5D)	dkgB yafB b0207 JW0197	267	1.1.1.346			GO:0004033; GO:0005737; GO:0019853; GO:0047681; GO:0051596; GO:1990002	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	9278503; 16738553; 6255418; 10427017	Aldo/keto reductase family		
b0353	P77589	3-(3-hydroxy-phenyl)propionate transporter (3HPP transporter) (3-(3-hydroxy-phenyl)propionate:H(+) symporter) (3HPP:H(+) symporter)	mhpT orfT yaiK b0353 JW5046	403				GO:0005886; GO:0015293	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:23934492}; Multi-pass membrane protein {ECO:0000255}.	9278503; 16738553; 9098055; 15919996; 23934492	Major facilitator superfamily, Aromatic acid:H(+) symporter (AAHS) (TC 2.A.1.15) family		TOPO_DOM 1..16; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 38..53; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 75..81; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 103..105; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 127..142; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 164; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 186..217; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 239..253; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 275..279; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 301..306; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 328..339; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 361..369; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 391..403; /note="Cytoplasmic"; /evidence="ECO:0000255"
b3869	P0AFB5	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (EC 3.1.3.-) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II) (NRII)	glnL glnR ntrB b3869 JW3840	349	2.7.13.3; 3.1.3.-	P0A9Z1; P0AFB8; P0AC55; P0AFB5; P09153		GO:0000155; GO:0004673; GO:0004721; GO:0005524; GO:0005737; GO:0006355; GO:0009399; GO:0016774; GO:0023019; GO:0042802; GO:0042803; GO:0051171	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:15157101}.	2882477; 8346018; 9278503; 16738553; 6148334; 2865194; 2874557; 3304660; 2574599; 2016302; 7961766; 10074086; 10231487; 15157101		DOMAIN 5..78; /note="PAS"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00140"; DOMAIN 136..349; /note="Histidine kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00107"	
b3870	P0A9C5	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA b3870 JW3841	469	6.3.1.2	P0A9C5		GO:0004356; GO:0005524; GO:0005737; GO:0005829; GO:0006542; GO:0009314; GO:0016020; GO:0019676; GO:0019740; GO:0042802; GO:0046872	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P9WN39}.	2882477; 2874141; 8346018; 9278503; 16738553; 6134228; 2858855; 9298646; 2865194; 5543675; 4904088; 6148334; 9298644	Glutamine synthetase family	DOMAIN 13..97; /note="GS beta-grasp"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01330"; DOMAIN 105..469; /note="GS catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01331"	
b1012	P75898	Pyrimidine monooxygenase RutA (EC 1.14.99.46)	rutA ycdM b1012 JW0997	382	1.14.99.46			GO:0004497; GO:0006208; GO:0006210; GO:0006212; GO:0008726; GO:0019740; GO:0046306; GO:0052614		8905232; 9278503; 16738553; 11121068; 16540542; 17919280; 20400551; 28661684; 20369853	NtaA/SnaA/DszA monooxygenase family, RutA subfamily		
b0450	P0AC55	Nitrogen regulatory protein GlnK (Nitrogen regulatory protein P-II 2) (PII-like protein)	glnK ybaI b0450 JW0440	112		P69681; P0A9Z1; P27249; P0AC55; P0AFB5		GO:0005524; GO:0005829; GO:0005886; GO:0006808; GO:0030234; GO:0042802; GO:0045848	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11847102, ECO:0000269|PubMed:14668330, ECO:0000269|PubMed:16864585}. Cell inner membrane {ECO:0000269|PubMed:11847102, ECO:0000269|PubMed:14668330, ECO:0000269|PubMed:16864585}. Note=During nitrogen limitation, GlnK is predominantly in its fully uridylylated state in the cytoplasmic fraction. In response to nitrogen shock, GlnK is deuridylylated rapidly and associates tightly with AmtB in the inner membrane. {ECO:0000269|PubMed:11847102, ECO:0000269|PubMed:14668330, ECO:0000269|PubMed:16864585}.	7590157; 9278503; 16738553; 16864585; 7904973; 8843440; 10760266; 11847102; 12366843; 14668330; 20639578; 25566239; 28538158; 9733647; 17220269; 17190799	P(II) protein family		
b2310	P09551	Lysine/arginine/ornithine-binding periplasmic protein (LAO-binding protein)	argT b2310 JW2307	260				GO:0006995; GO:0009267; GO:0015822; GO:0016020; GO:0030288; GO:0055052; GO:0071294; GO:0089718; GO:1902022	SUBCELLULAR LOCATION: Periplasm {ECO:0000250|UniProtKB:P02911}.	9205837; 9278503; 16738553; 3040734; 9298646	Bacterial solute-binding protein 3 family		
b4411	P0ADB7	Entericidin B	ecnB yjeU b4411 JW4108	48				GO:0005886; GO:0009636; GO:0016020	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor.	9677290; 7610040; 9278503; 16738553	EcnA/EcnB lipoprotein family		
b0604	P77202	Thiol:disulfide interchange protein DsbG	dsbG ybdP b0604 JW0597	248				GO:0003756; GO:0030288; GO:0042803; GO:0061077	SUBCELLULAR LOCATION: Periplasm.	9383195; 8905232; 9278503; 16738553; 9654144; 10075670; 10788443; 19965429; 15184683; 17372350	Thioredoxin family, DsbC subfamily		
b4637	A8DYP9	fur leader peptide	uof b4637	28				GO:0006417		9278503; 17268550			
b0849	P68688	Glutaredoxin 1 (Grx1)	grxA grx b0849 JW0833	85				GO:0000166; GO:0005737; GO:0009055; GO:0009263; GO:0010134; GO:0015035; GO:0015036; GO:0015038; GO:0019153; GO:0019345; GO:0034599; GO:0045454		6352262; 3530878; 8905232; 9278503; 16738553; 9298644; 30270044; 1889405; 1942053; 1304339; 9125525	Glutaredoxin family	DOMAIN 1..85; /note="Glutaredoxin"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00686"	
b0475	P23871	Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH popA visA b0475 JW0464	320	4.98.1.1		PATHWAY: Porphyrin-containing compound metabolism; protoheme biosynthesis; protoheme from protoporphyrin-IX: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00323}.	GO:0004325; GO:0005737; GO:0006783; GO:0009416; GO:0046501; GO:0046872	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00323}.	2051480; 8056770; 9278503; 16738553; 8458858	Ferrochelatase family		
b2000	P39180	Antigen 43 (AG43) (Fluffing protein) [Cleaved into: Antigen 43 alpha chain; Antigen 43 beta chain]	flu yeeQ yzzX b2000 JW1982	1039				GO:0005576; GO:0009279; GO:0009986; GO:0042597	SUBCELLULAR LOCATION: [Antigen 43]: Periplasm {ECO:0000250}.; SUBCELLULAR LOCATION: [Antigen 43 alpha chain]: Secreted. Cell surface {ECO:0000269|PubMed:22466966}. Note=The cell surface component is about 60 kDa and can be released by mild heat treatment (PubMed:22466966).; SUBCELLULAR LOCATION: [Antigen 43 beta chain]: Cell outer membrane {ECO:0000305|PubMed:25341963}; Multi-pass membrane protein {ECO:0000305}. Note=May form a beta-barrel.	9097040; 9278503; 16397293; 16738553; 2661530; 9298646; 9103983; 22466966; 25341963		DOMAIN 737..1039; /note="Autotransporter"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00556"	
b2582	P0AGG4	Thioredoxin 2 (Trx-2) (EC 1.8.1.8) (Protein-disulfide reductase)	trxC yfiG b2582 JW2566	139	1.8.1.8	P14900		GO:0005737; GO:0005829; GO:0008270; GO:0015035; GO:0047134	SUBCELLULAR LOCATION: Cytoplasm.	9388228; 9205837; 9278503; 16738553	Thioredoxin family	DOMAIN 26..139; /note="Thioredoxin"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00691"	
b3961	P0ACQ4	Hydrogen peroxide-inducible genes activator (Morphology and auto-aggregation control protein)	oxyR momR mor b3961 JW3933	305				GO:0000987; GO:0003700; GO:0005829; GO:0006355; GO:0006974; GO:0006979; GO:0032993; GO:0051409; GO:2000142		2471187; 2551682; 2511419; 2167922; 8265357; 9278503; 16738553; 1864839; 9497290; 12015987; 18223068	LysR transcriptional regulatory family	DOMAIN 1..58; /note="HTH lysR-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00253"	
b0399	P0AFJ5	Phosphate regulon transcriptional regulatory protein PhoB	phoB b0399 JW0389	229		P0AFJ5		GO:0000156; GO:0000976; GO:0001108; GO:0005829; GO:0006355; GO:0006817; GO:0032993; GO:0042802; GO:2000142	SUBCELLULAR LOCATION: Cytoplasm.	3537313; 9278503; 16738553; 9878437; 10653699		DOMAIN 4..120; /note="Response regulatory"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00169"	
b0398	P0AG76	Nuclease SbcCD subunit D	sbcD yajA b0398 JW0388	400				GO:0000014; GO:0003677; GO:0004529; GO:0006260; GO:0006281; GO:0006310; GO:0008408; GO:1990238; GO:1990391		2530497; 9278503; 16738553; 1531222; 1490631; 9653124; 9927737	SbcD family		
b0383	P00634	Alkaline phosphatase (APase) (EC 3.1.3.1)	phoA b0383 JW0374	471	3.1.3.1	P0AEG4; P10408; Q5S007		GO:0000287; GO:0004035; GO:0004721; GO:0006470; GO:0008270; GO:0016311; GO:0030288; GO:0030613; GO:0033748; GO:0042597	SUBCELLULAR LOCATION: Periplasm.	3537962; 3533724; 3045828; 9278503; 16738553; 2345142; 6273802; 7022451; 7035431; 2668291; 3912261; 3522543; 9298644; 3910843; 2010919; 7577993; 8652582; 9253408; 9533886; 10085061; 24812405	Alkaline phosphatase family		
b0572	P77211	Cation efflux system protein CusC	cusC ibeB ylcB b0572 JW0561	457				GO:0005375; GO:0005507; GO:0006878; GO:0009279; GO:0009636; GO:0010272; GO:0010273; GO:0015288; GO:0015562; GO:0016020; GO:0018345; GO:0019992; GO:0022857; GO:0035434; GO:0042802; GO:0046688; GO:0046930; GO:0055085; GO:0060003; GO:0070207; GO:1902601	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000269|PubMed:21249122}; Multi-pass membrane protein {ECO:0000269|PubMed:21249122}. Cell outer membrane {ECO:0000269|PubMed:21249122}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303, ECO:0000269|PubMed:21249122}.	10225861; 8905232; 9278503; 16738553; 11004187; 10493123; 11399769; 11283292; 12813074; 21249122	Outer membrane factor (OMF) (TC 1.B.17) family		
b0571	P0ACZ8	Transcriptional regulatory protein CusR	cusR ylcA b0571 JW0560	227		P0ACZ8		GO:0000156; GO:0000976; GO:0003677; GO:0005829; GO:0006355; GO:0032993; GO:0042802; GO:0046688	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	11004187; 8905232; 9278503; 16738553; 11399769; 11283292; 15522865; 25568260; 27983483		DOMAIN 2..116; /note="Response regulatory"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00169"	
b0241	P02932	Outer membrane porin PhoE (Outer membrane pore protein E)	phoE ompE b0241 JW0231	351				GO:0009279; GO:0015288; GO:0034220; GO:0046930	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000269|PubMed:2464593}; Multi-pass membrane protein.	6341601; 9278503; 16738553; 6089111; 2464593; 1848301; 9298644; 1848682; 1380671; 7679770	Gram-negative porin family		
b3453	P0AG80	sn-glycerol-3-phosphate-binding periplasmic protein UgpB (Bile-responsive chaperone)	ugpB b3453 JW3418	438				GO:0001407; GO:0015794; GO:0016020; GO:0030288; GO:1902517	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:32882062}.	3062310; 8041620; 9278503; 16738553; 2842304; 1987150; 19429609; 23013274; 32882062	Bacterial solute-binding protein 1 family		
b1982	P0AE12	AMP nucleosidase (EC 3.2.2.4)	amn b1982 JW1963	484	3.2.2.4			GO:0005829; GO:0008714; GO:0009116; GO:0044209		2690948; 9097040; 9278503; 16738553; 9524262; 7000783; 9298644; 18029299; 15296732	AMP nucleosidase family		
b1597	P36560	Acid shock protein	asr b1597 JW5826	102				GO:0010447; GO:0030288	SUBCELLULAR LOCATION: Periplasm.	10094685; 9097039; 9278503; 16738553; 12670971	Asr family		
b3207	P64610	Uncharacterized protein YrbL	yrbL b3207 JW3174	210				GO:0005886		9278503; 16738553; 12813061			
b0557	P77330	Prophage lipoprotein Bor homolog (Lipoprotein Bor homolog from lambdoid prophage DLP12)	borD ybcU b0557 JW0546	97				GO:0005886; GO:0071286	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.	9278503; 16738553	Lambda phage bor family		
b1130	P23836	Transcriptional regulatory protein PhoP	phoP b1130 JW1116	223		P23836		GO:0000156; GO:0000976; GO:0001216; GO:0005829; GO:0006355; GO:0032993; GO:0042802; GO:0045893	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	1729240; 1530848; 8905232; 9278503; 16738553; 1729205; 12123454; 9298644; 10464230; 12813061; 13129944; 15126461; 15703297; 20041203; 22267510; 17545283		DOMAIN 2..116; /note="Response regulatory"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00169"	
